time-1,400,595.633,932.579,1298.68,1696.42,2128.53,2598.03,3108.1,3662.26,4264.33,4918.44,5629.12,6401.25,7240.12,8151.5,9141.67,10217.4,11386.2,12656,14035.6,15534.5,17162.9,18932.1,20854.3,22942.7,25211.5,27676.6,30354.7,33264.4,36425.6,39860,43591.5,47645.4,52049.9,56835.2,62034,67682.4,73819.1,80486.3,87729.9,95599.7,104150,113439,123531,134496,146409,159352,173413,188691,205289,223321,242913,264199,287324,312449,339746,369403,401624,436630,474663,515983,560876,609649
source-iicr-1,4721.69,4721.69,4721.69,6249.57,6249.57,23149.1,23149.1,58798.3,58798.3,72690.9,72690.9,54162.3,54162.3,22602,22602,8884.02,8884.02,6926.73,6926.73,11267.6,11267.6,21532.3,21532.3,32902.8,32902.8,36436.6,36436.6,30616.2,30616.2,21636.6,21636.6,15036,15036,11579.5,11579.5,10763,10763,12602.3,12602.3,18300.3,18300.3,29645.9,29645.9,45588.2,45588.2,60400.9,60400.9,68485,68485,70049.3,70049.3,68151.4,68151.4,61417.8,61417.8,61417.8,61417.8,50422.1,50422.1,50422.1,50422.1,50422.1,50422.1
source-cdf-1,0.000211789,0.0405862,0.106665,0.165442,0.2169,0.250538,0.265585,0.276776,0.28356,0.290164,0.296523,0.304531,0.314375,0.332173,0.358566,0.406478,0.474166,0.547477,0.623275,0.679234,0.719188,0.748458,0.768299,0.784793,0.798028,0.810854,0.823227,0.836898,0.851685,0.86907,0.888288,0.909476,0.930869,0.95063,0.967342,0.979507,0.987875,0.992853,0.995789,0.997408,0.998314,0.998844,0.999155,0.999362,0.999499,0.999601,0.999678,0.999741,0.999793,0.999837,0.999874,0.999905,0.999931,0.999952,0.999968,0.999979,0.999987,0.999993,0.999996,0.999998,0.999999,1,1
source-pdf-1,0.000211744,0.000203193,0.000189198,0.000133538,0.000125305,3.23755e-05,3.17255e-05,1.23001e-05,1.21847e-05,9.76513e-06,9.67765e-06,1.28405e-05,1.26587e-05,2.95473e-05,2.83795e-05,6.68078e-05,5.91887e-05,6.53299e-05,5.43871e-05,2.8468e-05,2.49221e-05,1.16821e-05,1.07606e-05,6.5407e-06,6.13846e-06,5.1911e-06,4.85152e-06,5.32732e-06,4.84434e-06,6.05132e-06,5.16313e-06,6.02049e-06,4.59767e-06,4.26359e-06,2.82035e-06,1.90404e-06,1.12658e-06,5.67149e-07,3.34146e-07,1.41633e-07,9.21299e-08,3.89772e-08,2.84924e-08,1.39909e-08,1.09999e-08,6.60125e-09,5.32802e-09,3.77464e-09,3.01992e-09,2.32331e-09,1.796e-09,1.39021e-09,1.01727e-09,7.8917e-10,5.24214e-10,3.36115e-10,2.07386e-10,1.4118e-10,7.05113e-11,3.31649e-11,1.46143e-11,5.99942e-12,2.28041e-12
inferred-iicr-1,344.864,435.555,742.506,1531.2,3643.29,9197.67,21358.5,37822.8,48878.8,52919.4,53949.2,54162.3,54199.8,22602,13719.6,13719.6,11885.5,11885.5,11885.5,11885.5,11885.5,21532.3,32814.7,32898,32898.2,32898.2,32898.2,32898.2,32898.2,21636.6,12842.9,12842.9,12842.9,12842.9,12842.9,12842.9,12842.9,12842.9,12842.9,12842.9,12842.9,29646,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9,60668.9
inferred-cdf-1,0.498922,0.611393,0.713173,0.759731,0.779779,0.788084,0.791636,0.793463,0.794763,0.795963,0.797205,0.798533,0.799964,0.801576,0.807845,0.814655,0.822828,0.831328,0.840102,0.849118,0.858338,0.867116,0.870984,0.8747,0.878615,0.882729,0.887041,0.891547,0.896238,0.901114,0.913425,0.925131,0.936062,0.946137,0.955292,0.963484,0.970693,0.976921,0.982197,0.986572,0.990116,0.992864,0.993414,0.993939,0.994463,0.994981,0.995489,0.995982,0.996458,0.996911,0.997337,0.997734,0.998099,0.998429,0.998723,0.99898,0.999201,0.999387,0.999541,0.999664,0.999761,0.999835,0.99989
inferred-pdf-1,0.00145297,0.000892211,0.000386296,0.000156915,6.04455e-05,2.30401e-05,9.75556e-06,5.46065e-06,4.1989e-06,3.85561e-06,3.75899e-06,3.71968e-06,3.69072e-06,8.77905e-06,1.40058e-05,1.35095e-05,1.49066e-05,1.41914e-05,1.34532e-05,1.26946e-05,1.19189e-05,6.17137e-06,3.93165e-06,3.80874e-06,3.68972e-06,3.56466e-06,3.43358e-06,3.29663e-06,3.15402e-06,4.57031e-06,6.74107e-06,5.8296e-06,4.97845e-06,4.19396e-06,3.48109e-06,2.84324e-06,2.28198e-06,1.79702e-06,1.3862e-06,1.04557e-06,7.69643e-07,2.40696e-07,1.0856e-07,9.98961e-08,9.12647e-08,8.27302e-08,7.436e-08,6.62232e-08,5.83888e-08,5.09239e-08,4.38913e-08,3.7347e-08,3.13379e-08,2.58999e-08,2.10557e-08,1.68139e-08,1.3168e-08,1.00971e-08,7.56659e-09,5.53062e-09,3.9344e-09,2.71768e-09,1.81814e-09
model-iicr-1
model-cdf-1
model-pdf-1
time-2,400,595.633,932.579,1298.68,1696.42,2128.53,2598.03,3108.1,3662.26,4264.33,4918.44,5629.12,6401.25,7240.12,8151.5,9141.67,10217.4,11386.2,12656,14035.6,15534.5,17162.9,18932.1,20854.3,22942.7,25211.5,27676.6,30354.7,33264.4,36425.6,39860,43591.5,47645.4,52049.9,56835.2,62034,67682.4,73819.1,80486.3,87729.9,95599.7,104150,113439,123531,134496,146409,159352,173413,188691,205289,223321,242913,264199,287324,312449,339746,369403,401624,436630,474663,515983,560876,609649
source-iicr-2,4721.69,4721.69,4721.69,6249.57,6249.57,23149.1,23149.1,58798.3,58798.3,72690.9,72690.9,54162.3,54162.3,22602,22602,8884.02,8884.02,6926.73,6926.73,11267.6,11267.6,21532.3,21532.3,32902.8,32902.8,36436.6,36436.6,30616.2,30616.2,21636.6,21636.6,15036,15036,11579.5,11579.5,10763,10763,12602.3,12602.3,18300.3,18300.3,29645.9,29645.9,45588.2,45588.2,60400.9,60400.9,68485,68485,70049.3,70049.3,68151.4,68151.4,61417.8,61417.8,61417.8,61417.8,50422.1,50422.1,50422.1,50422.1,50422.1,50422.1
source-cdf-2,0.000211789,0.0405862,0.106665,0.165442,0.2169,0.250538,0.265585,0.276776,0.28356,0.290164,0.296523,0.304531,0.314375,0.332173,0.358566,0.406478,0.474166,0.547477,0.623275,0.679234,0.719188,0.748458,0.768299,0.784793,0.798028,0.810854,0.823227,0.836898,0.851685,0.86907,0.888288,0.909476,0.930869,0.95063,0.967342,0.979507,0.987875,0.992853,0.995789,0.997408,0.998314,0.998844,0.999155,0.999362,0.999499,0.999601,0.999678,0.999741,0.999793,0.999837,0.999874,0.999905,0.999931,0.999952,0.999968,0.999979,0.999987,0.999993,0.999996,0.999998,0.999999,1,1
source-pdf-2,0.000211744,0.000203193,0.000189198,0.000133538,0.000125305,3.23755e-05,3.17255e-05,1.23001e-05,1.21847e-05,9.76513e-06,9.67765e-06,1.28405e-05,1.26587e-05,2.95473e-05,2.83795e-05,6.68078e-05,5.91887e-05,6.53299e-05,5.43871e-05,2.8468e-05,2.49221e-05,1.16821e-05,1.07606e-05,6.5407e-06,6.13846e-06,5.1911e-06,4.85152e-06,5.32732e-06,4.84434e-06,6.05132e-06,5.16313e-06,6.02049e-06,4.59767e-06,4.26359e-06,2.82035e-06,1.90404e-06,1.12658e-06,5.67149e-07,3.34146e-07,1.41633e-07,9.21299e-08,3.89772e-08,2.84924e-08,1.39909e-08,1.09999e-08,6.60125e-09,5.32802e-09,3.77464e-09,3.01992e-09,2.32331e-09,1.796e-09,1.39021e-09,1.01727e-09,7.8917e-10,5.24214e-10,3.36115e-10,2.07386e-10,1.4118e-10,7.05113e-11,3.31649e-11,1.46143e-11,5.99942e-12,2.28041e-12
inferred-iicr-2,296.888,390.916,746.812,1796.15,5009.42,14193.3,32595.2,50147.1,57515,59332.6,59673.9,59727.2,59734.3,22019.1,21460.5,11453.5,11453.5,11453.5,11453.5,11453.5,11453.5,11453.5,21555.4,32902.8,32921.9,32921.9,32921.9,32921.9,32921.9,21583,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,12274.9,45613.4,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1,61351.1
inferred-cdf-2,0.559368,0.670266,0.761191,0.79749,0.81105,0.815982,0.817969,0.819081,0.819998,0.820919,0.8219,0.822957,0.824098,0.826531,0.830156,0.835732,0.843268,0.851065,0.859096,0.867332,0.875735,0.884262,0.892389,0.895721,0.898976,0.902398,0.905985,0.909732,0.913634,0.917687,0.928387,0.938485,0.947849,0.956414,0.964133,0.970978,0.976943,0.982043,0.986313,0.98981,0.992605,0.99478,0.996424,0.997588,0.997796,0.998,0.9982,0.998395,0.998583,0.998762,0.998931,0.999089,0.999234,0.999366,0.999483,0.999586,0.999675,0.99975,0.999812,0.999862,0.999902,0.999932,0.999954
inferred-pdf-2,0.00148417,0.00084349,0.000319772,0.000112747,3.7719e-05,1.29651e-05,5.58461e-06,3.60776e-06,3.12965e-06,3.01825e-06,2.98455e-06,2.96419e-06,2.94475e-06,7.87813e-06,7.91428e-06,1.43422e-05,1.36842e-05,1.30035e-05,1.23023e-05,1.15833e-05,1.08496e-05,1.01051e-05,4.99231e-06,3.16932e-06,3.06859e-06,2.96465e-06,2.85571e-06,2.74189e-06,2.62336e-06,3.81377e-06,5.83409e-06,5.01145e-06,4.24861e-06,3.55083e-06,2.92198e-06,2.36433e-06,1.87839e-06,1.46294e-06,1.11502e-06,8.30117e-07,6.02448e-07,4.2527e-07,2.91295e-07,5.28831e-08,3.59213e-08,3.25978e-08,2.93345e-08,2.61582e-08,2.30959e-08,2.01738e-08,1.74166e-08,1.48463e-08,1.24819e-08,1.03378e-08,8.42368e-09,6.74351e-09,5.29564e-09,4.07264e-09,3.06178e-09,2.24575e-09,1.60365e-09,1.11229e-09,7.47456e-10
model-iicr-2
model-cdf-2
model-pdf-2
