time-1,0,400,451.292,509.16,574.45,648.111,731.217,824.981,930.767,1050.12,1184.77,1336.7,1508.1,1701.48,1919.66,2165.82,2443.54,2756.87,3110.38,3509.23,3959.21,4466.9,5039.68,5685.92,6415.02,7237.61,8165.68,9212.76,10394.1,11726.9,13230.7,14927.2,16841.3,19000.9,21437.3,24186.2,27287.6,30786.7,34734.4,39188.4,44213.5,49882.9,56279.4,63496,71638.1,80824.2,91188.2,102881,116074,130958,147750,166696,188071,212187,239396,270094,304727,343802,387888,437626,493743,557055,628486,709076,800000
source-iicr-1,351.727,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,10849.8,14407.5,19441.4,26357.5,35266.8,45538.5,55625.4,63763.6,69105.9,71998.3,73317.7,51631.3,23350.2,21587.7,8965.15,8965.15,8965.15,8965.15,8965.15,16697.5,32384.3,32897.8,32902.9,32902.9,32902.9,32902.9,14813.1,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,59764.1,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9
source-cdf-1,0.00284311,0.446171,0.449327,0.452865,0.456829,0.461268,0.466232,0.471777,0.477965,0.484859,0.492528,0.501043,0.510479,0.520019,0.528405,0.535368,0.541098,0.54584,0.549861,0.553432,0.556801,0.560181,0.563738,0.567602,0.572773,0.583563,0.600439,0.632135,0.67755,0.722095,0.765009,0.805524,0.834951,0.85036,0.861124,0.872256,0.883747,0.895475,0.907293,0.925454,0.9469,0.963786,0.976485,0.985554,0.991662,0.995516,0.997772,0.998988,0.99942,0.999547,0.999657,0.999749,0.999823,0.999881,0.999924,0.999954,0.999974,0.999986,0.999993,0.999997,0.999999,1,1,1,1
source-pdf-1,0.00283503,6.16888e-05,6.13374e-05,6.09433e-05,6.05017e-05,6.00073e-05,5.94544e-05,5.88367e-05,5.81475e-05,5.73796e-05,5.65254e-05,5.55769e-05,5.45259e-05,4.42387e-05,3.27327e-05,2.38991e-05,1.74107e-05,1.28778e-05,9.88479e-06,8.02813e-06,6.95065e-06,6.36442e-06,6.05933e-06,5.8976e-06,8.27457e-06,1.78344e-05,1.85087e-05,4.10328e-05,3.5967e-05,3.09983e-05,2.62116e-05,2.16924e-05,9.88465e-06,4.62075e-06,4.22143e-06,3.88246e-06,3.53322e-06,3.17677e-06,2.81759e-06,5.03245e-06,3.58478e-06,2.44478e-06,1.58746e-06,9.75254e-07,5.62861e-07,3.02743e-07,1.50387e-07,6.82944e-08,9.71074e-09,7.4798e-09,5.66916e-09,4.14679e-09,2.91401e-09,1.95715e-09,1.24908e-09,7.52566e-10,4.24898e-10,2.22941e-10,1.07691e-10,4.73858e-11,1.87671e-11,6.60037e-12,2.03022e-12,5.36863e-13,1.19704e-13
inferred-iicr-1,315.368,612.769,680.88,770.26,889.728,1052.68,1279.89,1604.22,2078.54,2788.59,3872.4,5542.77,8090.23,11795.5,16644.4,21948.8,26501.1,33122.1,45544.9,57213.2,65514.5,70035.3,71998.3,72703,51617.3,14785.9,14785.9,14785.9,14785.9,14785.9,14785.9,14785.9,16696.2,32828.7,32905.5,32905.6,32905.6,32905.6,32905.6,14790.5,14790.5,14790.5,14790.5,14790.5,14790.5,14790.5,14790.5,14790.5,59802,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4,60577.4
inferred-cdf-1,0,0.378169,0.402393,0.425823,0.448052,0.468695,0.487416,0.503956,0.518161,0.53,0.539569,0.547086,0.552863,0.557271,0.560695,0.563497,0.565983,0.568337,0.570286,0.571948,0.573506,0.575094,0.5768,0.578684,0.580788,0.592169,0.604769,0.618519,0.633458,0.649612,0.666983,0.685551,0.70521,0.71623,0.726547,0.737733,0.749806,0.762761,0.776574,0.800733,0.831865,0.861189,0.888182,0.912389,0.933469,0.95123,0.965644,0.976862,0.984342,0.986153,0.987945,0.98969,0.991358,0.992918,0.994342,0.995608,0.9967,0.99761,0.998339,0.998898,0.999307,0.999589,0.999772,0.999883,0.999945
inferred-pdf-1,0.0031709,0.00101479,0.000877697,0.000745433,0.000620356,0.000504717,0.000400491,0.000309211,0.000231816,0.000168544,0.000118901,8.17126e-05,5.52687e-05,3.75336e-05,2.63935e-05,1.98873e-05,1.63773e-05,1.30325e-05,9.43494e-06,7.4817e-06,6.50992e-06,6.06703e-06,5.87792e-06,5.79503e-06,8.12154e-06,2.75824e-05,2.67302e-05,2.58003e-05,2.479e-05,2.36975e-05,2.25226e-05,2.12668e-05,1.76561e-05,8.64398e-06,8.31026e-06,7.97027e-06,7.60338e-06,7.20968e-06,6.78992e-06,1.34727e-05,1.13678e-05,9.38514e-06,7.56016e-06,5.92351e-06,4.49822e-06,3.29743e-06,2.32282e-06,1.56438e-06,2.61833e-07,2.28588e-07,1.99002e-07,1.70194e-07,1.42667e-07,1.16916e-07,9.33989e-08,7.24941e-08,5.44695e-08,3.94534e-08,2.74192e-08,1.8187e-08,1.14447e-08,6.78661e-09,3.76358e-09,1.93515e-09,9.13663e-10
model-iicr-1,351.727,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,10849.8,14407.5,19441.4,26357.5,35266.8,45538.5,55625.4,63763.6,69105.9,71998.3,73317.7,51631.3,23350.2,21587.7,8965.15,8965.15,8965.15,8965.15,8965.15,16697.5,32384.3,32897.8,32902.9,32902.9,32902.9,32902.9,14813.1,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,59764.1,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9
model-cdf-1,0,0.0421569,0.0448892,0.0479624,0.0514179,0.0553014,0.0596638,0.0645614,0.0700564,0.0762173,0.0831192,0.0908442,0.0994817,0.108505,0.116266,0.122752,0.12812,0.132583,0.136386,0.139782,0.143007,0.146263,0.149712,0.15348,0.157764,0.169692,0.186913,0.224895,0.274317,0.326304,0.380499,0.436428,0.489374,0.509624,0.527508,0.54684,0.567701,0.590087,0.613955,0.656416,0.71002,0.760527,0.807031,0.84875,0.885096,0.91573,0.940606,0.959975,0.972538,0.975714,0.978857,0.981917,0.984841,0.987577,0.990076,0.992297,0.994212,0.995807,0.997086,0.998067,0.998783,0.999279,0.9996,0.999794,0.999903
model-pdf-1,0.00284311,0.00010669,0.000106386,0.000106044,0.000105659,0.000105226,0.00010474,0.000104195,0.000103583,0.000102897,0.000102128,0.000101267,0.000100305,8.21669e-05,6.13386e-05,4.51225e-05,3.3079e-05,2.45958e-05,1.89645e-05,1.54645e-05,1.34402e-05,1.2354e-05,1.18098e-05,1.15459e-05,1.63125e-05,3.55589e-05,3.76643e-05,8.64575e-05,8.09448e-05,7.51461e-05,6.9101e-05,6.28625e-05,3.0581e-05,1.51424e-05,1.43624e-05,1.37727e-05,1.31386e-05,1.24582e-05,1.17328e-05,2.31946e-05,1.95764e-05,1.61667e-05,1.30273e-05,1.02108e-05,7.75714e-06,5.68903e-06,4.00966e-06,2.70205e-06,4.59509e-07,4.00849e-07,3.48976e-07,2.98464e-07,2.50197e-07,2.05044e-07,1.63806e-07,1.27148e-07,9.55384e-08,6.9204e-08,4.80979e-08,3.19051e-08,2.00787e-08,1.19075e-08,6.60401e-09,3.396e-09,1.60358e-09
time-2,0,400,451.292,509.16,574.45,648.111,731.217,824.981,930.767,1050.12,1184.77,1336.7,1508.1,1701.48,1919.66,2165.82,2443.54,2756.87,3110.38,3509.23,3959.21,4466.9,5039.68,5685.92,6415.02,7237.61,8165.68,9212.76,10394.1,11726.9,13230.7,14927.2,16841.3,19000.9,21437.3,24186.2,27287.6,30786.7,34734.4,39188.4,44213.5,49882.9,56279.4,63496,71638.1,80824.2,91188.2,102881,116074,130958,147750,166696,188071,212187,239396,270094,304727,343802,387888,437626,493743,557055,628486,709076,800000
source-iicr-2,351.727,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,10849.8,14407.5,19441.4,26357.5,35266.8,45538.5,55625.4,63763.6,69105.9,71998.3,73317.7,51631.3,23350.2,21587.7,8965.15,8965.15,8965.15,8965.15,8965.15,16697.5,32384.3,32897.8,32902.9,32902.9,32902.9,32902.9,14813.1,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,59764.1,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9
source-cdf-2,0.00284311,0.446171,0.449327,0.452865,0.456829,0.461268,0.466232,0.471777,0.477965,0.484859,0.492528,0.501043,0.510479,0.520019,0.528405,0.535368,0.541098,0.54584,0.549861,0.553432,0.556801,0.560181,0.563738,0.567602,0.572773,0.583563,0.600439,0.632135,0.67755,0.722095,0.765009,0.805524,0.834951,0.85036,0.861124,0.872256,0.883747,0.895475,0.907293,0.925454,0.9469,0.963786,0.976485,0.985554,0.991662,0.995516,0.997772,0.998988,0.99942,0.999547,0.999657,0.999749,0.999823,0.999881,0.999924,0.999954,0.999974,0.999986,0.999993,0.999997,0.999999,1,1,1,1
source-pdf-2,0.00283503,6.16888e-05,6.13374e-05,6.09433e-05,6.05017e-05,6.00073e-05,5.94544e-05,5.88367e-05,5.81475e-05,5.73796e-05,5.65254e-05,5.55769e-05,5.45259e-05,4.42387e-05,3.27327e-05,2.38991e-05,1.74107e-05,1.28778e-05,9.88479e-06,8.02813e-06,6.95065e-06,6.36442e-06,6.05933e-06,5.8976e-06,8.27457e-06,1.78344e-05,1.85087e-05,4.10328e-05,3.5967e-05,3.09983e-05,2.62116e-05,2.16924e-05,9.88465e-06,4.62075e-06,4.22143e-06,3.88246e-06,3.53322e-06,3.17677e-06,2.81759e-06,5.03245e-06,3.58478e-06,2.44478e-06,1.58746e-06,9.75254e-07,5.62861e-07,3.02743e-07,1.50387e-07,6.82944e-08,9.71074e-09,7.4798e-09,5.66916e-09,4.14679e-09,2.91401e-09,1.95715e-09,1.24908e-09,7.52566e-10,4.24898e-10,2.22941e-10,1.07691e-10,4.73858e-11,1.87671e-11,6.60037e-12,2.03022e-12,5.36863e-13,1.19704e-13
inferred-iicr-2,355.97,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,13797.7,18634.2,25860,35266.8,46047.1,56340.3,64242.7,69105.9,71556.2,72592.7,72966.1,13831.9,13817.8,13817.8,13817.8,13817.8,13817.8,13817.8,16697.5,32700.8,32902.3,32902.9,32902.9,32902.9,32902.9,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9
inferred-cdf-2,-2.22045e-16,0.0337478,0.0355421,0.0375625,0.0398368,0.0423964,0.045276,0.0485145,0.052155,0.0562456,0.0608396,0.0659958,0.0717792,0.0782612,0.0855201,0.0926029,0.0983289,0.102987,0.106896,0.110364,0.113664,0.117019,0.120598,0.124527,0.128899,0.13601,0.164543,0.195605,0.229266,0.265555,0.304451,0.345866,0.389334,0.412743,0.434111,0.457263,0.482249,0.50906,0.537646,0.580246,0.645734,0.707438,0.764251,0.815219,0.859622,0.897048,0.927439,0.951102,0.956879,0.961864,0.966799,0.971604,0.976197,0.980492,0.984416,0.987903,0.990911,0.993416,0.995424,0.996965,0.99809,0.998867,0.999372,0.999677,0.999847
inferred-pdf-2,0.00280922,7.00299e-05,6.98999e-05,6.97534e-05,6.95886e-05,6.94031e-05,6.91944e-05,6.89597e-05,6.86958e-05,6.83994e-05,6.80664e-05,6.76927e-05,6.72736e-05,6.68038e-05,6.62777e-05,4.86953e-05,3.48674e-05,2.54351e-05,1.93954e-05,1.57904e-05,1.37967e-05,1.27772e-05,1.22897e-05,1.20601e-05,1.19384e-05,6.24634e-05,6.04624e-05,5.82144e-05,5.57783e-05,5.31521e-05,5.03372e-05,4.73399e-05,3.65724e-05,1.79585e-05,1.71991e-05,1.64951e-05,1.57357e-05,1.49209e-05,1.40521e-05,2.83374e-05,2.39163e-05,1.97507e-05,1.59153e-05,1.24745e-05,9.47683e-06,6.95024e-06,4.89856e-06,3.30107e-06,7.11715e-07,6.29449e-07,5.47993e-07,4.68675e-07,3.92881e-07,3.21979e-07,2.57223e-07,1.99659e-07,1.50023e-07,1.0867e-07,7.55276e-08,5.01002e-08,3.15293e-08,1.86982e-08,1.03702e-08,5.3327e-09,2.51808e-09
model-iicr-2,351.727,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,8977.78,10849.8,14407.5,19441.4,26357.5,35266.8,45538.5,55625.4,63763.6,69105.9,71998.3,73317.7,51631.3,23350.2,21587.7,8965.15,8965.15,8965.15,8965.15,8965.15,16697.5,32384.3,32897.8,32902.9,32902.9,32902.9,32902.9,14813.1,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,14812.7,59764.1,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9,60586.9
model-cdf-2,0,0.0421569,0.0448892,0.0479624,0.0514179,0.0553014,0.0596638,0.0645614,0.0700564,0.0762173,0.0831192,0.0908442,0.0994817,0.108505,0.116266,0.122752,0.12812,0.132583,0.136386,0.139782,0.143007,0.146263,0.149712,0.15348,0.157764,0.169692,0.186913,0.224895,0.274317,0.326304,0.380499,0.436428,0.489374,0.509624,0.527508,0.54684,0.567701,0.590087,0.613955,0.656416,0.71002,0.760527,0.807031,0.84875,0.885096,0.91573,0.940606,0.959975,0.972538,0.975714,0.978857,0.981917,0.984841,0.987577,0.990076,0.992297,0.994212,0.995807,0.997086,0.998067,0.998783,0.999279,0.9996,0.999794,0.999903
model-pdf-2,0.00284311,0.00010669,0.000106386,0.000106044,0.000105659,0.000105226,0.00010474,0.000104195,0.000103583,0.000102897,0.000102128,0.000101267,0.000100305,8.21669e-05,6.13386e-05,4.51225e-05,3.3079e-05,2.45958e-05,1.89645e-05,1.54645e-05,1.34402e-05,1.2354e-05,1.18098e-05,1.15459e-05,1.63125e-05,3.55589e-05,3.76643e-05,8.64575e-05,8.09448e-05,7.51461e-05,6.9101e-05,6.28625e-05,3.0581e-05,1.51424e-05,1.43624e-05,1.37727e-05,1.31386e-05,1.24582e-05,1.17328e-05,2.31946e-05,1.95764e-05,1.61667e-05,1.30273e-05,1.02108e-05,7.75714e-06,5.68903e-06,4.00966e-06,2.70205e-06,4.59509e-07,4.00849e-07,3.48976e-07,2.98464e-07,2.50197e-07,2.05044e-07,1.63806e-07,1.27148e-07,9.55384e-08,6.9204e-08,4.80979e-08,3.19051e-08,2.00787e-08,1.19075e-08,6.60401e-09,3.396e-09,1.60358e-09
